user,event
A3877440809,E974398770
A3877652693,E1349521729
A3878851138,E1812340404
A3883721026,E834360181
A3885352810,E1895999151
A3887778002,E1110206058
A3887778002,E671500966
A3889944197,E55735397
A3890676452,E290357106
A3891396601,E3254991059
A3893362486,E955398943
A3893362486,E1390707377
A3893362486,E1532377761
A3893362486,E2529072432
A3894667987,E929107951
A3894667987,E3509100603
A3898478698,E1522480247
A3898478698,E2253311961
A3898478698,E2776566965
A3903245015,E952519340
A3903823612,E1678145610
A3903823612,E1532377761
A3904408941,E566545011
A3904408941,E4090120152
A3904408941,E3440760913
A3909374079,E3203638855
A3909997753,E3509100603
A3910177999,E1600413013
A3910177999,E1704179171
A3913824397,E3679487177
A3913824397,E3642792280
A3913824397,E425058775
A3913824397,E2467445335
A3922819697,E3757350352
A3925613292,E2993747793
A3926920467,E1488068589
A3929074393,E2066686477
A3930126543,E633659090
A3930126543,E1361307272
A3930161610,E844299203
A3930161610,E705007381
A3930161610,E3701581814
A3930161610,E1517488130
A3930161610,E2529072432
A3934266336,E1600413013
A3934266336,E2529072432
A3934266336,E719337372
A3935809106,E3276213471
A3935809106,E955398943
A3935809106,E2374444123
A3935809106,E1600413013
A3941958556,E955398943
A3941958556,E3735036412
A3941958556,E771676713
A3943175229,E3966478016
A3943175229,E258676103
A3943175229,E906531778
A3943175229,E3747115394
A3943175229,E3996685669
A3943175229,E85675684
A3943175229,E2435261389
A3943175229,E2762265549
A3943175229,E1379185675
A3943175229,E757252209
A3943175229,E3285475817
A3943175229,E806696202
A3943175229,E1699116640
A3943175229,E3100093322
A3944021305,E2251273418
A3944910705,E3403115736
A3944910705,E2185912235
A3945099542,E1781140612
A3946163681,E2529072432
A3947821070,E910169576
A3947821070,E952519340
A3947821070,E2498491194
A3953979752,E719337372
A3956190115,E1667624518
A3956887319,E3969026856
A3956887319,E19652138
A3961511121,E3967537816
A3961511121,E3998504188
A3961511121,E820603748
A3962251454,E663617415
A3963277827,E397513400
A3963277827,E3531892734
A3964170614,E2274599788
A3965529047,E3722285356
A3968152684,E1226510608
A3969691423,E1532377761
A3969691423,E955398943
A3970825989,E955989309
A3970825989,E2453429820
A3972581484,E349771745
A3972581484,E2153348068
A3972581484,E3429508261
A3972581484,E2776927174
A3975666608,E1076364848
A3979775182,E719337372
A3979775182,E955398943
A3979775182,E1600413013
A3979775182,E2529072432
A3981819420,E1419057761
A3986193980,E3315486330
A3986193980,E719337372
A3986193980,E2529072432
A3986539301,E1356178708
A3987610774,E2398192028
A3987610774,E3509100603
A3987610774,E2293472224
A3987610774,E404595428
A3987610774,E4203627753
A3987610774,E4232519602
A3990579831,E467130966
A3990579831,E738179988
A3994781966,E3504715371
A3995442796,E963733660
A3995442796,E4155847923
A3998399905,E2499367081
A3998399905,E4032767837
A3998399905,E1492911169
A4000106370,E1075421435
A4000106370,E3496460337
A4000106370,E2144500590
A4001997352,E1558108450
A4002956902,E952519340
A4002956902,E1816813281
A4002956902,E3103100779
A4002956902,E1076364848
A4005594979,E3899724307
A4005604348,E3061224963
A4005604348,E1607857123
A4005604348,E3588120089
A4005604348,E1045903606
A4005604348,E3965376459
A4005906279,E2589709809
A4007830365,E3434513569
A4007830365,E3409015015
A4007974189,E946418622
A4012638060,E3929337192
A4020164258,E85610883
A4020164258,E1446608996
A4024053152,E910169576
A4024104633,E2087832234
A4024104633,E1509550896
A4026562594,E1068825763
A4026562594,E1064770050
A4030714899,E1121879381
A4030798150,E3251813967
A4030798150,E4203627753
A4030798150,E3509100603
A4030798150,E1501679119
A4030798150,E881346279
A4030798150,E1268088620
A4030798150,E3481603259
A4030798150,E4233837355
A4030798150,E2447943335
A4030798150,E573886273
A4030798150,E4125420656
A4030798150,E3315040094
A4032639394,E2559893836
A4036343234,E1209963424
A4040322582,E602394192
A4040322582,E75052451
A4042546595,E4145665238
A4042546595,E1379671569
A4042546595,E2322243932
A4042546595,E3199154012
A4044282675,E1060275544
A4044282675,E3119648674
A4046490355,E1830060678
A4046490355,E723829948
A4047903240,E2319080380
A4048868881,E2498491194
A4052225912,E952519340
A4054029300,E2153037761
A4055395044,E3802870894
A4057542584,E2890950285
A4057602883,E2114238114
A4057602883,E4049610607
A4057602883,E12241688
A4057602883,E527886433
A4057602883,E947239682
A4058274528,E4103733932
A4062975904,E3258819416
A4066782471,E771676713
A4066782471,E2130616732
A4066782471,E4249304663
A4067602271,E2130616732
A4067602271,E907302600
A4070008434,E1600413013
A4073053389,E4102873083
A4075466480,E3130827417
A4075466480,E1105000776
A4075574010,E1682952247
A4075574010,E3839784127
A4079159663,E495087397
A4079159663,E2415873572
A4081761804,E1703662408
A4081761804,E691282771
A4081761804,E2274328264
A4081761804,E1146784351
A4081761804,E3702386514
A4081761804,E2028042509
A4081921627,E2804196261
A4081921627,E3335267094
A4081921627,E2028133922
A4087630383,E4097011060
A4089111119,E2769506511
A4098096768,E2437630462
A4101515763,E2770527444
A4101519751,E427097190
A4101519751,E2803416473
A4101519751,E3801433102
A4101519751,E893326926
A4101519751,E4258442948
A4101519751,E1347542349
A4101519751,E4140663220
A4101519751,E615488222
A4101519751,E3828664529
A4101519751,E862976415
A4103253513,E966971643
A4103923906,E955398943
A4106525792,E2324549960
A4106525792,E3592100929
A4106927042,E3588547708
A4107349498,E3795400528
A4107349498,E2604545919
A4107349498,E543972501
A4108811510,E952519340
A4108811510,E1076364848
A4109397627,E2131811948
A4109397627,E1065552764
A4111854243,E2000201086
A4115365036,E907302600
A4115365036,E2643833505
A4115365036,E2529072432
A4115365036,E771676713
A4115365036,E2130616732
A4118821425,E196335814
A4118821425,E3681999765
A4118821425,E2806565970
A4118821425,E4198728308
A4119250454,E2572673665
A4120847672,E834360181
A4122019703,E36941495
A4122483286,E2892429018
A4122483286,E193057331
A4122483286,E1270821753
A4122483286,E4159151915
A4122483286,E4100467276
A4122483286,E1940144951
A4122483286,E3803531290
A4122483286,E3729527390
A4122483286,E1643733273
A4122483286,E1363299595
A4122483286,E580944656
A4122483286,E158205194
A4123476974,E2073609284
A4124005270,E2529072432
A4125376571,E230117918
A4129856023,E3677230481
A4133514703,E827682864
A4134124728,E3127514099
A4135589149,E1063306856
A4135593225,E2824096896
A4136285322,E4125420656
A4136285322,E3509100603
A4137863751,E4201550847
A4137863751,E1818408219
A4138013784,E1205670273
A4138013784,E3929507420
A4138499822,E3776181536
A4140744216,E2349777229
A4141359923,E2806565970
A4141924620,E2153037761
A4141924620,E3247053834
A4141924620,E641950279
A4141924620,E2115491671
A4145252615,E1811608751
A4146086354,E280784670
A4146675310,E268233790
A4151484001,E3601943023
A4152805025,E3507974117
A4156731925,E2415873572
A4156731925,E896333395
A4156731925,E955398943
A4156731925,E711611185
A4156731925,E2610494844
A4156731925,E2529072432
A4156731925,E1497764698
A4157365314,E2270126516
A4157365314,E85610883
A4157365314,E2145977549
A4157365314,E4159897186
A4157365314,E1446608996
A4162525077,E263011441
A4162525077,E945869322
A4162769577,E2396566946
A4164388326,E3175320123
A4164388326,E3450438709
A4165482530,E1334001859
A4168402703,E210393825
A4168402703,E4147483412
A4168402703,E3601943023
A4168402703,E256821264
A4168402703,E1461387354
A4170157131,E2823343043
A4170453600,E4013950788
A4170453600,E3898095594
A4170453600,E84684334
A4170453600,E1406383414
A4170453600,E299696797
A4170453600,E580504008
A4171765566,E3300948291
A4175659797,E2234592975
A4175659797,E1243481310
A4175659797,E2237302185
A4175659797,E872052061
A4175659797,E509781557
A4175659797,E3390105219
A4176403253,E1180987071
A4178291537,E1275755916
A4178291537,E3613324598
A4178291537,E4222144697
A4179324570,E1826785122
A4180930546,E299139894
A4181452333,E3331390995
A4181468602,E711902059
A4181468602,E13857128
A4181543522,E1076364848
A4185115186,E952519340
A4185425091,E824593257
A4186528243,E952519340
A4188511767,E1076364848
A4190165036,E719337372
A4190165036,E955398943
A4190165036,E1600413013
A4190879012,E2154137211
A4192733318,E606749223
A4192733318,E519339673
A4192733318,E4145779864
A4192733318,E2968986224
A4195660981,E3217855831
A4195660981,E4160048540
A4195660981,E897667289
A4195660981,E238236954
A4195660981,E2963144429
A4196666928,E1076364848
A4197193550,E1638915826
A4198845543,E370008848
A4198845543,E2115491671
A4199616576,E797638314
A4199616576,E2714876429
A4199616576,E400356575
A4199616576,E3164534147
A4199616576,E602394192
A4199616576,E3310353908
A4199616576,E955398943
A4199616576,E2481417302
A4199616576,E270532321
A4199616576,E2529072432
A4199616576,E2645454646
A4199616576,E3276213471
A4200601044,E443617544
A4201750807,E2115491671
A4202081674,E861118590
A4202112938,E3094012945
A4205646791,E915403718
A4205646791,E2748209109
A4206209185,E3103100779
A4206209185,E2498491194
A4206471336,E1203717384
A4206915288,E340072523
A4206915288,E4191185830
A4207448575,E3577474244
A4213772349,E1689479893
A4214369322,E4105603749
A4214369322,E2986124911
A4217222631,E4198564536
A4217222631,E844053363
A4219701031,E862271714
A4220962429,E29180020
A4220962429,E63434504
A4220962429,E4239416496
A4220962429,E1611840162
A4220962429,E3926022702
A4222590338,E1782916605
A4222590338,E1224903972
A4222590338,E2153821115
A4222590338,E1380816019
A4222590338,E2490438703
A4222590338,E2406637710
A4222590338,E1763016232
A4226575687,E2529072432
A4232243965,E3968395368
A4232243965,E1241270051
A4232243965,E1036837546
A4233914020,E345541072
A4235386848,E1775336793
A4236087068,E2980258101
A4238321438,E2269336012
A4239378941,E2490299454
A4239616087,E1425177328
A4239616087,E125548712
A4239920443,E1305006038
A4239920443,E1550707711
A4244109605,E3002800200
A4244109605,E422504591
A4246010516,E955398943
A4246728549,E2133183406
A4246728549,E2249210117
A4246728549,E2529072432
A4246728549,E4116595591
A4246728549,E3388135408
A4246728549,E1361307272
A4246728549,E771676713
A4246728549,E827394707
A4247553940,E963733660
A4247824186,E719337372
A4247824186,E2529072432
A4247824186,E1390707377
A4257951883,E3478806116
A4257951883,E2178315774
A4257951883,E1180607121
A4257951883,E881849271
A4261340176,E3640265762
A4261865653,E915403718
A4261865653,E2748209109
A4261865653,E1548928340
A4261865653,E1325647788
A4261865653,E2621503414
A4261865653,E2214608095
A4262496040,E955398943
A4262496040,E2529072432
A4262496040,E719337372
A4264591455,E1816813281
A4268611130,E3503466480
A4269216118,E3316845347
A4272342830,E952519340
A4275037038,E1611840162
A4276320842,E3814249322
A4276320842,E786670004
A4276320842,E2912281746
A4276320842,E2321153776
A4276320842,E559618821
A4278168842,E1707508219
A4282954307,E1683157650
A4282954307,E2328883039
A4282954307,E1838698560
A4282954307,E3338313474
A4282954307,E3431614259
A4282954307,E104070
A4285564534,E663767875
A4286635694,E904102962
A4286635694,E750220836
A4286635694,E1868620616
A4288238269,E373308576
A4288238269,E3783800124
A4291083982,E2072616125
A4293103086,E2351245308
